0,1,4,2,1,4,1,1,1,6,-1.212859901880761
1,6,6,6,5,6,5,6,5,1,0.21827425760051328
1,4,5,2,1,1,2,2,4,3,-1.2128599100187172
1,5,5,4,3,4,4,5,5,1,0.2182742576007817
1,4,5,3,1,1,4,4,3,3,0.7487046020603279
1,5,5,4,5,5,2,5,3,1,0.4859573425590635
1,6,5,1,1,0,3,3,4,2,-0.6196205414289185
1,6,4,5,3,1,4,4,4,4,-0.6196205414283769
0,2,2,4,1,2,1,1,1,6,0.4859573425591429
1,6,6,5,5,5,4,6,4,2,-0.6196205414287067
1,5,5,1,1,1,1,1,1,3,-0.6196205414289185
1,6,6,6,6,6,6,6,4,1,1.007087411848384
1,5,5,2,1,1,2,2,2,5,-0.3340126073585793
1,4,4,4,5,4,2,2,2,5,-0.9122449973694642
1,5,6,0,0,0,0,0,0,3,-1.5222020037106048
1,3,3,1,5,4,3,3,5,2,0.4859573425586785
1,6,5,4,4,4,5,4,4,4,-0.6196205414289185
0,1,2,1,0,1,1,1,0,5,-0.05488032589101654
1,5,5,5,1,4,3,5,3,1,1.0070874118485342
1,5,5,1,2,5,5,6,5,3,1.0070874118486839
1,6,6,4,1,4,3,3,3,2,-2.174339392624941
1,5,6,4,0,2,4,2,1,1,0.48595734255932055
1,5,5,2,1,1,2,2,2,2,-0.6196205414288378
1,5,5,4,4,5,4,4,1,2,-0.05488032589052622
1,5,5,2,1,1,4,4,2,2,-0.6196205414289031
1,3,5,2,3,4,5,5,4,5,-1.21285990211262
1,5,6,1,0,0,4,2,4,1,1.0070874118483286
1,6,6,4,3,5,5,5,4,2,0.4859573425590631
0,2,2,3,1,1,1,1,1,4,0.2182742576006909
0,4,4,4,3,3,2,3,3,5,0.2182742576006084
1,6,6,5,2,4,4,5,4,2,1.5132557255435959
0,0,0,6,2,6,1,1,1,6,-0.3340126073587071
1,5,5,4,4,4,2,4,4,3,1.261717407802714
1,5,5,1,1,1,2,2,1,2,-0.05488032589031669
1,6,6,0,0,0,3,6,6,1,1.007087411848425
1,6,6,6,5,6,6,6,6,3,1.7625659772973212
1,5,5,4,2,4,3,4,4,4,-0.33401260735862476
1,4,4,4,3,3,3,3,3,4,-0.33401260735867044
1,3,4,5,4,4,2,4,3,4,0.48595734255895395
0,1,1,1,1,1,1,1,1,5,-0.05488032589061934
1,4,6,5,5,5,4,4,1,4,0.4859573425590631
1,4,5,0,1,3,2,4,2,1,0.2182742576007385
1,5,6,4,1,4,2,4,4,1,-0.9122449973693842
1,5,4,5,2,4,4,4,2,1,-0.33401260735875843
1,4,2,4,4,4,1,3,1,3,0.4859573425589839
1,5,6,1,0,1,1,3,1,1,-0.33401260735865573
0,1,4,1,0,0,1,1,1,3,-0.6196205414289873
1,6,6,5,0,5,0,0,0,1,-0.9122449973694682
1,5,6,2,1,3,4,5,4,1,1.0070874118485063
1,6,6,6,6,6,4,6,6,1,0.21827425760087052
1,6,6,0,0,0,1,3,1,4,-0.9122449973696212
1,5,5,6,5,4,3,4,4,1,-0.33401260735889193
0,3,3,5,1,5,1,1,1,6,0.21827425760057806
1,6,6,5,5,5,5,5,4,2,1.2617174078027398
0,2,2,1,0,1,2,1,0,2,0.7487046020601782
1,5,6,0,0,0,3,3,1,1,0.218274257600725
1,4,5,5,2,5,3,3,3,3,0.4859573425592407
1,6,6,6,4,5,5,5,5,4,1.2617174078026485
1,5,5,4,3,4,4,3,3,1,-1.841932697573321
1,5,6,4,0,0,0,0,1,3,-0.9122449973696418
0,4,2,3,1,4,1,1,1,5,-0.05488032589043311
0,1,0,0,0,5,0,0,0,7,-0.33401260735875843
1,6,6,4,4,5,4,3,3,1,-0.05488032589031669
1,5,5,1,1,1,5,5,5,1,0.2182742576008723
1,5,5,4,3,2,4,4,3,2,0.7487046020602545
1,6,6,0,0,0,4,4,1,3,0.7487046020601492
1,3,5,1,2,2,3,3,3,5,0.48595734255897427
0,3,3,1,0,0,1,0,3,7,0.7487046020602545
1,6,6,0,0,0,6,6,4,1,0.4859573425587763
1,5,6,5,4,5,3,3,3,1,1.2617174078028603
1,6,6,4,3,0,3,3,3,2,-0.05488032589061934
1,6,6,5,5,2,4,5,4,2,1.261717407802375
1,6,6,1,1,1,6,5,5,2,-0.9122449973694344
1,4,4,5,3,5,4,5,5,3,0.7487046020600479
1,6,6,4,5,6,4,3,4,3,0.4859573425591429
1,5,5,1,1,4,5,5,2,1,-0.05488032589037489
1,5,6,2,0,3,2,2,1,2,0.2182742576008723
0,3,1,1,0,0,0,0,0,5,-0.3340126073587128
1,6,6,5,1,5,4,4,4,2,-0.05488032589037489
1,6,6,5,4,6,4,5,5,1,-0.6196205414287067
0,2,2,4,1,2,1,1,1,5,-0.619620541428791
1,6,6,5,1,6,4,4,5,2,0.48595734255952733
1,4,0,1,0,2,0,0,1,4,1.0070874118485342
1,6,6,5,2,5,0,5,5,2,-0.6196205414288725
0,1,1,4,2,4,2,2,1,6,-1.2128599102317386
1,6,6,3,1,1,4,4,4,2,0.48595734255895395
1,6,6,0,3,3,1,3,3,3,2.0101642153548855
1,6,6,6,6,6,6,6,6,1,0.21827425760046146
1,5,5,5,3,4,5,4,2,1,0.4859573425590629
1,5,6,1,1,1,4,4,3,4,0.21827425760051328
0,0,0,0,0,0,0,0,0,6,-0.33401260735875843
1,6,6,4,3,4,6,5,4,5,-0.05488032589080557
0,4,4,1,1,1,1,1,1,4,-0.33401260735833976
0,0,3,0,0,0,0,0,0,4,-1.2128599102319046
1,4,5,5,4,5,1,4,5,3,1.2617174078023532
0,2,3,1,0,2,0,0,0,6,-0.6196205414289513
1,2,6,3,0,0,4,3,0,4,3.004394431344834
1,4,5,1,1,1,2,1,2,1,1.7625660004841732
1,6,6,2,2,3,4,4,4,1,-0.05488032589064409
1,4,4,6,6,6,0,3,1,5,0.21827425760075117
1,5,5,4,1,4,2,3,2,1,2.010038968905326
1,4,6,1,2,0,3,3,3,2,-0.05488032589061934
1,5,5,4,4,6,1,2,2,4,1.5132557255438377
0,1,1,1,1,1,1,1,1,5,-0.6196205414289605
1,6,6,0,0,0,0,0,0,2,-1.8419326935258624
1,5,6,6,5,3,3,3,6,1,0.21827425760078603
1,4,5,1,1,5,3,3,1,4,-0.3340126073587144
1,6,6,5,2,6,4,5,5,3,1.2617174078026017
1,5,5,2,2,3,5,5,5,2,0.7487046020602545
1,4,5,1,1,1,4,5,2,5,-0.05488032589031669
1,6,6,1,1,1,1,1,1,4,0.4859573425590138
1,6,6,3,1,4,1,2,3,1,0.21827425760036595
1,6,6,4,4,4,4,5,4,2,0.2182742576006084
1,5,5,5,5,5,5,5,3,3,-0.9122449973695875
0,3,3,4,0,4,0,0,0,4,-0.33401260735840166
1,4,5,1,1,1,3,3,4,3,0.48595734255895434
1,6,6,1,0,4,5,5,5,2,-0.05488032589058299
1,6,6,6,5,6,4,5,5,1,0.7487046020603269
1,3,3,4,3,2,3,4,3,1,0.21827425760098515
1,6,2,5,0,0,0,2,1,1,-0.33401260735889193
1,6,6,1,0,1,1,5,3,1,1.261717407802714
1,5,6,6,1,6,4,4,4,3,-0.05488032589033853
1,2,3,4,5,5,1,4,1,6,-0.05488032589043311
1,5,6,5,3,5,4,4,3,1,0.7487046020602516
1,5,5,4,4,4,3,4,4,4,1.0070874118483526
0,1,5,0,0,0,0,1,2,2,-0.6196205414288737
1,5,6,5,1,5,5,5,5,2,0.21827425760098515
1,4,5,5,4,5,5,5,3,4,0.48595734255909734
0,3,3,0,0,0,0,0,0,6,-0.33401260735893606
1,4,5,1,1,1,1,2,1,3,-0.33401260735861826
1,6,4,4,1,4,6,5,5,4,-0.05488032589046801
0,0,0,1,0,4,0,0,0,7,-0.05488032589031669
1,6,6,4,0,0,4,4,5,1,-0.05488032589031669
1,5,3,4,1,5,4,4,1,3,-1.2128599100188322
1,6,6,5,4,5,4,4,4,2,0.48595734255895434
1,5,3,3,1,4,1,4,0,3,-1.522202024760491
0,3,3,4,0,5,0,0,0,5,-0.9122449973692818
1,6,4,4,3,5,6,4,3,1,-0.05488032589061934
1,2,5,1,0,0,1,0,0,2,0.2182742576007817
1,6,6,0,0,0,4,4,1,1,-0.05488032589022213
0,3,3,5,2,3,1,1,1,6,-0.91224499736968
1,6,5,5,6,6,6,6,5,3,0.7487046020602516
1,6,6,6,6,6,5,6,5,4,1.762565972660144
1,6,6,4,5,4,1,2,1,1,0.2182742576006909
1,6,6,0,0,1,1,1,1,4,0.48595734255909734
1,3,4,1,2,2,2,2,1,5,0.21827425760058877
0,1,1,1,1,1,1,1,1,5,0.4859573425588452
1,6,6,6,5,5,6,6,6,3,1.513379802731476
1,5,4,2,2,1,2,1,1,4,-0.3340126073587128
1,4,5,3,3,3,3,5,4,2,-1.5222020037106223
1,6,6,5,3,5,3,6,5,1,-0.05488032589037489
1,5,5,1,0,1,0,1,0,2,-0.05488032589031669
1,5,5,4,3,4,3,3,2,2,1.0070874118483286
1,5,5,4,4,4,4,4,4,3,-0.334012607358685
1,6,6,6,6,6,5,5,4,1,0.2182742576007385
1,3,3,1,1,1,3,1,1,3,-0.9122449973695324
1,6,6,2,0,4,3,3,3,3,-0.05488032589061934
1,5,5,3,3,1,3,3,3,2,0.21827425760080751
1,6,6,6,5,5,2,4,1,1,-0.05488028045035957
1,4,4,1,5,6,0,1,1,4,-0.3340126073587143
1,4,5,5,3,4,5,3,2,2,0.7487046020604272
1,5,5,1,0,1,3,4,3,2,-0.05488032589063027
0,0,0,0,0,0,0,0,0,7,-0.9122449973692017
1,6,6,0,0,0,0,0,0,2,-0.05488032589037489
0,4,5,4,3,5,3,3,2,5,-0.054880325890735764
0,2,2,4,4,1,1,1,1,5,-0.6196205414289012
1,4,5,1,1,5,1,2,1,2,-1.2128599138463712
1,5,6,5,4,6,4,5,4,3,0.4859573425587763
0,3,3,5,1,5,1,3,1,6,-0.3340126073587438
1,2,3,1,4,1,4,4,3,2,-0.05488028045035957
0,1,2,1,1,5,1,0,0,7,-0.05488032589043311
1,6,6,6,6,6,6,6,6,4,-0.33401260735893606
1,5,5,4,4,4,5,5,3,4,1.2617174078026439
1,6,6,5,2,4,4,4,4,1,0.2182742576008723
1,6,5,5,3,5,5,5,4,2,-1.2128599090616783
1,4,4,2,2,1,1,4,2,1,1.5132557255441583
1,6,6,0,0,0,0,1,1,1,-1.8419326975734875
1,5,0,1,0,4,1,1,1,6,-1.2128599102315694
0,3,1,5,4,4,1,1,1,4,1.0070874118486026
1,2,4,2,1,1,4,4,2,2,-0.05488032589052622
0,2,2,1,1,1,2,2,1,4,0.21827425760058317
0,3,4,4,1,2,1,0,3,3,0.21827425760086855
1,5,5,5,4,5,3,4,4,1,-0.33401260735875843
1,6,6,0,0,0,1,2,1,3,1.2617174078026017
0,1,1,1,1,5,1,1,1,6,0.748704602060238
1,5,6,5,4,3,4,4,4,3,-0.6196205414291115
1,6,6,3,3,3,3,3,3,2,-1.2128599138463712
0,2,1,5,3,5,2,2,3,3,0.2182742576006909
1,6,5,4,1,1,4,4,1,3,0.2182742576006909
1,5,4,0,0,0,2,3,4,4,1.0070874118486026
1,5,5,1,1,4,5,5,5,1,-0.054880325890502915
